NBHD_NAME,TTL_POPULATION_ALL,HISPANIC_OR_LATINO,WHITE,BLACK,NATIVE_AMERICAN,ASIAN,HAWAIIAN_PI,OTHER_RACE,TWO_OR_MORE,PCT_HISPANIC,PCT_WHITE,PCT_BLACK,PCT_NATIVEAM,PCT_ASIAN,PCT_HAWAIIANPI,PCT_OTHERRACE,PCT_TWOORMORE_RACES,MALE,FEMALE,AGE_LESS_5,AGE_5_TO_9,AGE_10_TO_14,AGE_15_TO_17,AGE_0_TO_9,AGE_10_TO_19,AGE_20_TO_29,AGE_30_TO_39,AGE_40_TO_49,AGE_50_TO_59,AGE_60_TO_69,AGE_70_TO_79,AGE_80_PLUS,AGELESS18,AGE65PLUS,PCT_AGELESS18,PCT_AGE65PLUS,MEDIAN_AGE_ALL,MEDIAN_AGE_MALE,MEDIAN_AGE_FEMALE,TTL_AGE_3_PLUS_ENRSTATUS,ENROLLED_IN_SCHOOL,NURSERY_OR_PRESCHOOL,KINDERGARTEN,GRADES_5_TO_8,GRADES_9_TO_12,COLLEGE_UNDERGRADUATE,GRADUATE_SCHOOL,NOT_ENROLLED,TOTAL_COMMUTERS,COMMUTE_LESS_15,COMMUTE_15_TO_30,COMMUTE_30_TO_45,COMMUTE_45_TO_60,COMMUTE_60_PLUS,TTLPOP_25PLUS_EDU,LESS_THAN_HS_DIPLOMA_EDU,HSGRAD_OR_EQUIV_EDU,SOMECOLLEGE_OR_AA_EDU,BACHELORS_OR_HIGHER_EDU,TTLPOP_5PLUS_LNG,ONLY_ENGLISH_LNG,SPANISH_LNG,FRENCH_LNG,FRENCH_CREOLE_LNG,ITALIAN_LNG,PORTUGESE_LNG,GERMAN_LNG,YIDDISH_LNG,OTHER_W_GERMAN_LNG,SCANDINAVIAN_LNG,GREEK_LNG,RUSSIAN_LNG,POLISH_LNG,SERBO_CROATIAN_LNG,OTHER_SLAVIC_LNG,ARMENIAN_LNG,PERSIAN_LNG,GUJARATI_LNG,HINDI_LNG,URDU_LNG,OTHER_INDIC_LNG,OTHER_INDO_EUR_LNG,CHINESE_LNG,JAPANESE_LNG,KOREAN_LNG,MON_KHMR_CMBDN_LNG,HMONG_LNG,THAI_LNG,LAOTIAN_LNG,VIETNAMESE_LNG,OTHER_ASIAN_LNG,TAGALOG_LNG,OTHER_PACIS_LNG,NAVAJO_LNG,OTHER_NATAM_LNG,HUNGARIAN_LNG,ARABIC_LNG,HEBREW_LNG,AFRICAN_ALL_LNG,ALL_OTHER_LNG,TTL_HOUSING_UNITS,OCCUPIED_HU,VACANT_HU,OWNER_OCCUPIED_HU,RENTER_OCCUPIED_HU,TTL_HOUSEHOLDS,FAMILY_HOUSEHOLDS,MARRIED_COUPLE_FAMILY,OTHER_FAMILY,MALE_HHLDR_NO_WIFE_PRESENT,FEMALE_HHLDR_NO_HSBND_PRESENT,NONFAMILY_HOUSEHOLD,HOUSEHOLDER_ALONE,HOUSEHOLDER_NOT_ALONE,HH_INC_LESS_10000,HH_INC_10000_14999,HH_INC_15000_19999,HH_INC_20000_24999,HH_INC_25000_29999,HH_INC_30000_34999,HH_INC_35000_39999,HH_INC_40000_44999,HH_INC_45000_49999,HH_INC_50000_59999,HH_INC_60000_74999,HH_INC_75000_99999,HH_INC_100000_124999,HH_INC_125000_149999,HH_INC_150000_199999,HH_INC_OVER_200000,MED_HH_INCOME,MED_FAMILY_INCOME,PER_CAPITA_INCOME,AVG_HH_INC,AVG_FAM_INCOME,MEDIAN_EARNINGS,MEDIAN_EARN_MALE,MEDIAN_EARN_FEMALE,MEDEARN_LESSHS,MEDEARN_HIGHSCHOOL,MEDEARN_SOMECOLLEGE,MEDEARN_BACHELORS,MEDEARN_GRAD_PROFESSIONAL,MED_YR_STRUCTURE_BUILT,BUILT_2010_OR_LATER,BUILT_2000_2009,BUILT_1990_1999,BUILT_1980_1989,BUILT_1970_1979,BUILT_1960_1969,BUILT_1950_1959,BUILT_1940_1949,BUILT_1939_OR_EARLIER,MED_CONTRACT_RENT,MED_GROSS_RENT,MEDIAN_HOME_VALUE,NATIVE_BORN,FOREIGN_BORN_FB,EUROPE_FB,NORTHERN_EUROPE_FB,WESTERN_EUROPE_FB,SOUTHERN_EUROPE_FB,EASTERN_EUROPE_FB,ASIA_FB,EASTERN_ASIA_FB,SOUTH_CENTRAL_ASIA_FB,SOUTH_EASTERN_ASIA_FB,WESTERN_ASIA_FB,AFRICA_FB,EASTERN_AFRICA_FB,MIDDLE_AFRICA_FB,NORTHERN_AFRICA_FB,SOUTHERN_AFRICA_FB,WESTERN_AFRICA_FB,OCEANIA_FB,AMERICAS_FB,LATIN_AMERICA_FB,CARRIBEAN_FB,CENTRAL_AMERICA_FB,SOUTH_AMERICA_FB,NORTH_AMERICA_FB,PCT_POVERTY,PCT_FAM_POVERTY
Montclair,5956,776,4754,265,6,39,0,46,70,13.03,79.82,4.45,0.1,0.65,0,0.77,1.18,2937,3019,196,272,213,299,468,698,843,915,1322,710,612,238,150,980,596,16.45,10.01,40.6,38.4,43.6,5849,1524,70,50,123,310,505,192,4325,3154,34,1679,606,52,189,4459,167,516,765,3011,5760,5194,301,78,5,43,0,0,0,0,0,0,0,23,39,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,2869,2809,60,1866,943,2809,1395,1115,280,34,246,1414,1043,371,147,124,222,120,161,36,88,65,80,110,226,402,368,241,222,346,78359,103750,49301.28,101725.92,130174.84,49365,49280,49464,13390,26007,34766,66439,65221,1948,0,143,129,90,83,76,690,1182,476,1011,1174,348100,5393,563,92,58,14,0,20,171,34,137,0,0,70,22,0,0,0,0,0,230,163,18,145,0,67,9.5,5.38
Hale,6855,721,5041,526,38,417,0,12,100,10.2,75.02,6.96,0.69,5.4,0,0.25,1.48,3481,3374,283,229,224,46,512,285,1414,1728,955,878,656,202,225,782,685,11.24,10.64,36.95,36,40.25,6711,1385,154,78,214,71,427,305,5326,4117,69,1828,773,243,118,5539,191,640,1496,3212,6572,5848,261,33,0,0,0,36,0,0,0,0,9,0,0,0,0,20,18,14,0,0,43,152,18,0,0,11,15,0,0,14,9,0,0,0,0,16,0,55,0,4340,4014,326,1755,2259,4014,1300,956,344,62,282,2714,2187,527,410,214,95,99,250,127,140,299,304,313,246,484,409,141,95,345,64588,82992,47335.74,83763.39,115406.72,40941,39183.5,41706.5,30236,21845,40286,48901,60100,1950.5,33,88,127,134,407,653,784,1174,940,906.5,957,322850,6200,655,95,12,54,0,29,270,166,38,66,0,101,69,0,16,0,16,0,189,189,9,80,100,0,11.8,3.91
North Park Hill,9969,1153,5222,3236,73,63,0,11,211,11.93,51.22,33.03,0.82,0.66,0,0.12,2.22,4726,5243,931,676,367,272,1607,758,1292,1935,1370,1068,988,517,434,2246,1373,22.51,13.81,36.55,35.65,37.15,9463,2344,280,153,328,360,500,273,7119,4920,94,2492,1144,256,269,7297,740,1007,1710,3840,9038,7815,960,37,0,12,7,14,0,11,0,0,20,0,0,18,0,0,0,0,0,0,0,7,0,0,0,0,16,0,0,17,0,0,0,0,0,104,0,0,0,4127,4001,126,3214,787,4001,2421,1722,699,162,537,1580,1278,302,308,123,273,187,100,191,143,120,167,207,379,606,386,255,273,380,73417.5,86226,37484.11,90049.84,105413.67,44102,49346,38580,24964,20450,36681.5,48468,72354.5,1945,7,15,30,20,73,132,1313,1186,1351,932.5,1079,304150,9183,786,37,37,0,0,0,43,0,0,16,27,109,0,0,94,15,0,0,597,555,23,499,33,42,12.85,9.99
South Park Hill,8919,1028,6648,638,119,214,4,0,268,11.41,74.46,7.27,1.4,2.42,0.05,0,2.99,4285,4634,642,443,450,226,1085,1137,872,1175,1399,1545,1191,351,164,1761,1150,19.52,12.88,40.85,40.95,40.65,8491,2121,157,101,366,313,722,113,6370,4403,85,2249,827,135,71,6256,424,342,1392,4098,8277,7103,868,98,6,11,0,9,0,8,25,33,0,0,0,0,0,0,0,0,35,0,0,67,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,3724,3592,132,2932,660,3592,2320,1899,421,124,297,1272,907,365,135,118,411,68,67,67,75,119,95,204,315,449,340,291,411,740,105083.5,130746.5,60774.42,148560.6,186838.33,48745,61790.5,41724.5,23790,25323,41406.5,70681.5,91205.5,1939,0,101,26,25,75,97,483,520,2397,942.5,1148.5,436200,7974,945,111,72,30,9,0,128,37,44,47,0,67,21,0,12,16,18,10,629,616,7,609,0,13,6.75,3.12
University Park,7738,451,6284,155,81,618,2,10,137,5.99,80.47,2.15,0.93,8.27,0.02,0.16,2,3758,3980,299,283,254,157,582,676,2389,1140,853,906,576,269,347,993,832,12.23,11.14,30.8,30.65,30.65,7563,2991,142,44,244,223,1371,761,4572,3749,89,1779,682,128,149,5107,107,421,1079,3500,7439,6295,276,82,0,14,0,12,0,21,20,0,0,0,18,0,0,27,0,0,0,9,0,475,28,15,0,28,19,0,0,0,13,9,0,0,0,67,8,3,0,3978,3650,328,1363,2287,3650,1239,992,247,98,149,2411,1724,687,415,218,165,281,159,173,182,100,138,276,278,387,148,89,165,486,48185.5,134076.5,43877.8,90892.23,160132.9,28625.5,39431.5,23874.5,30214.5,31230,38053,49200.5,50562,1968,144,780,139,381,349,946,598,409,232,851.5,937.5,539750,6756,982,111,50,38,5,18,619,493,22,65,39,111,0,0,93,0,15,0,141,79,0,65,14,62,24.1,7.65
Platt Park,5527,264,4775,78,123,166,0,0,121,4.78,86.39,1.41,2.23,3,0,0,2.19,2600,2927,231,201,178,136,432,330,925,1502,789,839,586,26,98,746,397,13.5,7.18,36.9,35.6,37.4,5341,922,24,21,82,120,254,162,4419,3254,148,1568,543,62,133,4641,138,344,937,3222,5296,4898,119,9,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,46,0,42,0,0,0,0,0,0,10,0,0,49,0,0,0,0,0,2908,2716,192,1813,903,2716,1314,880,434,78,356,1402,974,428,113,82,317,125,139,64,47,87,54,222,193,351,296,167,317,337,80081,100362,51930.76,103610.31,120200.38,44057,55417,34564,11058,14044,30588,53214,67470,1939,71,359,25,39,121,154,291,144,1704,850,910,391900,5285,242,104,44,44,0,16,94,45,0,49,0,16,0,0,0,16,0,16,12,12,0,0,12,0,8.5,4.26
College View - South Platte,6375,4491,1223,124,0,471,0,1,65,70.45,19.18,1.95,0,7.39,0,0.02,1.02,3329,3046,501,704,431,348,1205,891,815,1072,910,736,520,176,50,1984,465,31.12,7.29,32.2,35,30.2,6087,1710,103,178,375,306,226,41,4377,2172,7,686,618,189,329,4035,1762,1101,868,304,5874,2101,3329,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0,0,0,0,0,0,0,0,0,0,2252,2124,128,820,1304,2124,1321,811,510,220,290,803,642,161,364,252,41,198,220,85,75,148,80,182,129,95,30,8,41,27,26480,29247,14092.97,39130.79,43726.27,21852,27709,12419,19705,24643,23750,34609,8587,1972,0,144,266,241,565,365,384,242,45,599,681,161200,4096,2279,1,1,0,0,0,371,9,1,361,0,0,0,0,0,0,0,0,1907,1907,0,1905,2,0,38.7,34.29
Overland,3010,818,1699,294,72,58,0,0,69,27.18,56.45,9.77,2.39,1.93,0,0,2.29,1614,1396,218,104,118,35,322,216,830,686,333,301,223,82,17,475,164,15.78,5.45,32.7,35.1,32.2,2814,438,30,32,100,69,126,39,2376,1736,13,851,275,92,100,2095,262,496,556,781,2792,2392,352,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1694,1529,165,439,1090,1529,558,313,245,75,170,971,704,267,148,68,60,27,78,143,80,50,75,234,87,278,90,21,60,37,51063,59754,32017.08,60665.86,81743.91,35907,36939,32731,27151,24460,43814,50083,55313,1966,223,459,44,8,65,107,163,84,541,1094,1160,168900,2768,242,45,0,9,10,26,43,43,0,0,0,11,11,0,0,0,0,0,143,136,0,121,15,7,19.7,16.31
Ruby Hill,10321,7028,2202,359,0,574,0,0,158,66.89,21.96,4.03,0,5.28,0,0,1.84,5456,4865,1003,812,693,452,1815,1520,1167,1681,1416,1058,787,657,220,2960,1192,28.94,11.43,33.55,33.35,34.15,9727,2629,257,223,569,623,309,39,7098,4166,19,1757,950,373,442,6397,2766,1716,1155,760,9318,3492,4915,0,0,27,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,11,7,0,49,0,19,0,429,0,0,7,0,0,8,0,0,324,0,3591,3377,214,1746,1631,3377,2198,1341,857,267,590,1179,1027,152,521,218,45,380,140,329,104,190,55,304,359,243,144,41,45,34,31980,35462,16336.02,46832.89,44281.53,22694,25149,16906,19194,25369,26128.5,38735.5,51557.5,1957,0,88,65,134,323,584,2066,243,88,640.5,695,159700,6668,3653,38,0,0,0,38,473,0,0,462,11,315,102,213,0,0,0,0,2827,2827,0,2738,89,0,30.05,22.77
Kennedy,4502,1373,1637,546,101,678,0,0,167,30.5,36.36,12.13,2.24,15.06,0,0,3.71,2538,1964,443,315,60,45,758,151,1543,1041,469,388,124,9,19,863,57,19.17,1.27,28.5,31.2,27.3,4255,1253,66,115,34,58,514,237,3002,2388,50,1105,455,169,181,2793,515,326,860,1092,4059,2191,726,69,0,0,0,13,0,0,0,0,91,0,41,0,0,30,0,132,39,69,0,36,0,64,0,0,0,0,47,165,0,0,134,0,0,142,0,70,0,2639,2324,315,0,2324,2324,885,502,383,144,239,1439,1126,313,234,260,26,234,198,202,62,129,194,105,150,172,103,16,26,0,29847,30148,20544.54,38427.45,41090.17,24236,25171,21974,21768,21944,20851,28654,49363,1982,90,508,242,591,1136,45,10,17,0,757,853,,2945,1557,86,0,0,0,86,799,124,486,47,142,138,14,0,0,0,124,0,534,534,0,534,0,0,26.8,20.79
Hampden,17725,2419,11520,2176,26,814,43,0,727,13.41,66.3,11.73,0.11,4.24,0.18,0,4.03,8977,8748,950,935,664,278,1885,1070,2725,2848,2317,2609,1844,1380,1047,2827,3265,16.14,19.43,42.93,40.45,43.78,17257,3337,300,213,293,480,1047,180,13920,9594,163,4230,2098,786,601,13447,789,2622,3741,6295,16775,13293,1168,134,0,0,0,124,0,15,14,25,135,13,31,0,13,215,28,28,0,118,0,91,29,106,0,0,0,0,62,428,17,19,0,0,0,285,15,369,0,9964,9242,722,4440,4802,9242,4068,2886,1182,313,869,5174,4365,809,492,600,465,586,514,654,702,376,467,676,918,872,546,348,465,357,44706.5,63250,35098.58,65535.21,85685.55,33097,35907.5,31459.5,16750.75,30666,36054.75,38344.75,69967,1973.75,0,44,263,1685,5105,2342,226,260,39,793.75,866,223500,14680,3045,515,54,242,0,219,1107,302,583,102,120,713,301,0,125,25,252,0,710,644,0,611,33,66,10.03,9.71
Virginia Village,13796,2833,9533,671,68,290,0,8,393,20.42,69.06,4.92,0.49,2.12,0,0.06,2.94,6935,6861,933,630,763,196,1563,1183,2709,2449,1806,1812,1053,559,662,2522,1589,18.22,11.52,36.08,35.7,36.75,13255,3145,168,121,548,454,1003,309,10110,6465,100,2804,1490,363,556,9764,920,1925,2672,4247,12863,10080,1619,147,0,0,0,49,2,8,0,57,153,6,0,39,0,3,0,21,0,0,15,61,27,0,0,0,25,0,6,90,0,0,15,0,9,354,51,26,0,6556,6091,465,2747,3344,6091,3160,2278,882,324,558,2931,2223,708,410,284,336,359,329,483,334,374,301,478,425,715,443,300,336,162,54320.75,65549.5,30660.26,68340.42,81996.9,32940.5,38815.75,30847.25,30391.25,24993.75,30967.75,48640.5,52679,1962,14,36,155,406,1100,2008,2547,225,65,873,1007.5,274075,11362,2434,285,23,63,39,160,671,98,46,141,386,305,116,37,121,31,0,24,1149,1100,0,1045,55,49,15.28,12.16
Gateway - Green Valley Ranch,33432,13705,7477,9128,118,1700,0,168,1136,41.41,22.42,27.22,0.32,4.88,0,0.49,3.26,16160,17272,2708,3061,3441,1536,5769,5728,4145,6252,5754,3251,1530,651,352,10746,1633,31.91,4.91,31.48,30.43,32.05,31999,11511,564,771,2902,2296,2065,599,20488,16523,181,5780,5169,1698,1263,20193,3867,4535,7027,4764,30724,17366,9896,93,164,93,52,133,0,0,0,0,21,89,38,87,0,156,0,0,8,84,53,151,0,52,148,5,0,40,957,0,127,18,0,44,0,27,0,822,0,10483,10264,219,7000,3264,10264,7727,5349,2378,460,1918,2537,1829,708,344,98,640,269,408,484,290,558,532,1266,1139,2399,1016,528,640,120,69053.25,69316,24486.29,76445.09,75645.38,35934.75,39622,33045,26371.25,38128.5,37824.5,45973.75,58490.75,2000.67,243,6572,2328,979,72,131,17,37,104,1181,1418.5,190850,24964,8468,462,105,119,74,164,1509,206,269,1034,0,606,316,16,18,0,90,20,5871,5871,404,5125,342,0,6.98,5.51
DIA,1241,254,463,397,0,15,7,0,105,20.47,37.31,31.99,0,1.21,0.56,0,8.46,563,678,164,77,101,35,241,164,195,335,109,90,79,28,0,377,73,30.38,5.88,30.6,25.8,32.1,1153,436,28,13,85,56,160,35,717,585,7,196,196,120,6,749,69,193,313,174,1077,927,100,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,0,0,0,7,0,603,503,100,315,188,503,296,162,134,17,117,207,175,32,22,61,0,40,4,26,30,40,58,39,90,35,23,3,0,26,47936,54500,23995.73,55675.15,63115.2,35978,37634,35393,175721,40341,31563,43750,44583,2005,30,498,20,7,7,0,41,0,0,962,1107,122000,1172,69,0,0,0,0,0,20,0,5,15,0,7,0,0,0,0,7,0,42,42,0,36,6,0,16.2,15.54
University Hills,5828,366,4575,548,29,124,0,26,160,8.46,74.36,10.05,0.33,3.42,0,0.29,3.09,2774,3054,434,194,194,232,628,541,817,979,757,732,624,313,437,1054,936,15.99,21.67,43.55,39.7,48,5447,998,86,46,169,265,201,120,4449,2783,98,1013,714,173,96,4374,260,698,1212,2204,5394,5081,162,18,0,0,0,32,2,5,9,0,0,0,0,0,0,0,0,4,0,0,0,43,0,18,0,2,0,0,7,0,0,11,0,0,0,0,0,0,0,2671,2539,132,1647,892,2539,1434,1099,335,119,216,1105,787,318,53,81,145,169,91,92,120,133,69,210,276,340,250,166,145,195,55787.5,72609.5,37643.22,81333.28,100959.34,41562.5,43259,37415.5,27775.5,39430.5,31765.5,51819,57269,1959,65,96,54,62,111,305,1839,102,37,1010.5,1116.5,241100,5561,267,38,15,20,3,0,128,31,31,46,20,15,0,0,0,10,5,0,86,61,0,54,7,25,10.35,6.02
Harvey Park,12399,7342,3860,55,206,683,0,34,219,59.33,31.16,0.47,1.61,5.37,0,0.27,1.79,5948,6451,1081,1437,763,431,2518,1500,2119,1649,1567,1314,774,486,472,3712,1254,30.1,10.08,29.7,29.85,30.9,11762,3622,245,278,681,481,773,46,8140,5393,23,2176,1828,323,255,7456,1719,2206,2313,1218,11318,6787,3925,0,0,7,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,60,2,0,0,486,0,0,0,0,0,0,0,0,0,0,4292,4159,133,2496,1663,4159,2840,1679,1161,220,941,1319,995,324,310,222,62,245,181,333,138,451,131,381,581,669,172,96,62,21,46860,50290,19069.17,53694.76,55022.72,28780.5,32548,22390.5,23171,28723.5,34432.5,43848.5,40373.5,1958,6,112,77,211,296,749,2643,166,32,822.5,929,184300,10075,2324,64,20,18,1,25,322,21,0,301,0,0,0,0,0,0,0,0,1938,1897,12,1875,10,41,19,19.64
Mar Lee,13391,9427,3062,94,57,612,0,46,93,69.9,23.67,0.63,0.39,4.43,0,0.33,0.65,6593,6798,1161,1145,1065,671,2306,2219,2008,1840,1752,1386,1017,364,499,4042,1371,29.96,10.43,30.6,28.5,33.15,12777,3456,241,209,782,915,381,23,9321,5536,23,1887,1567,386,452,8169,2541,2972,1538,1118,12230,5337,6265,0,23,0,0,10,6,0,0,0,0,31,0,0,0,0,0,0,0,0,0,18,6,0,0,0,13,81,413,0,0,0,0,0,0,27,0,0,0,4294,4097,197,2378,1719,4097,2981,1842,1139,321,818,1116,937,179,221,225,78,242,334,218,340,332,290,276,449,546,195,102,78,10,43032.5,44382,17259.22,52569.45,54485.88,26918,29474,22044.5,24964.5,31004,33332,35320,38811,1957,0,36,178,239,164,607,2822,210,38,851,1004.5,151350,9475,3916,44,0,0,0,44,461,19,28,406,8,19,0,0,19,0,0,0,3392,3392,0,3391,1,0,18.45,15.74
